,label,latitude,longitude,venueId
129,78,40.81348443,-74.07433033,4bd44b84a8b3a5937e7f6b5f
130,78,40.80499987,-74.07146,4ed7a5a402d57802e60a57b8
131,169,40.75568181,-73.88307006,4f67c6d5e4b0e34eb630101a
132,110,40.75850534,-73.97652626,4a3d4aecf964a52012a21fe3
133,260,40.70247981,-73.79981204,4e5c09011f6e89370a22a4e1
134,128,40.68968494,-74.17938709,4459d2f1f964a520d7321fe3
135,228,40.71285903,-73.87741936,4bddaa53e75c0f47d219c503
136,137,40.707149,-73.99056999999999,4a737bf8f964a52091dc1fe3
137,2,40.774111,-73.959546,4ace59d0f964a5200ad020e3
138,134,40.73652697,-73.99055958,49c27575f964a520f1551fe3
139,293,40.7356185,-73.99721414,4c6b02f46d390f4717d3099a
140,235,40.65556632,-74.00839411,4c4dcaa49efabe9a41cc1569
141,200,40.74434648,-73.99543065,4bc7afbc14d7952160ee67e9
142,29,40.70924712,-74.01355147,4bc7ab4c14d79521c6e367e9
143,155,40.7111095,-74.00504351,49e7c7c6f964a5201b651fe3
144,144,40.736901,-73.8785,4baa4741f964a520705a3ae3
145,45,40.95158381,-74.08855677,4c922cde7f3b8cfadacca21e
146,171,40.7257302,-73.79252672,4f318c84e5e8657f88d830ac
147,271,40.8415611,-74.15981,4bc33420920eb713d3121d2c
148,6,40.72555133,-73.99476528,4e4d9c17814dd49447e709e1
149,155,40.7125896,-74.00632024,4eb0fd2d0cd6283498fc07ce
150,76,40.89621270000001,-73.87670483,4ddfe92e8877e0877e661125
151,134,40.738949,-73.989828,4a888403f964a520bb0620e3
152,143,40.63904062,-73.99794102,4ab66100f964a520ce7620e3
153,197,40.78315572,-74.01868849,4ee2cfc18b81bab281e0dd6f
154,148,40.69140417,-73.71822311,4e634431d22d509a39fb1dc2
155,264,40.74019488,-73.98346494,4a494ce4f964a5202cab1fe3
156,266,40.747048,-74.15257037,4d0a9b2f27f8a35dd0432713
157,65,40.80050589,-74.2041839,4e555a38b0fb1e5686bd6646
158,13,40.82670252,-73.95129204,4d983945b7bf2c0febf5ea2d
159,254,40.7495279,-73.9947032,49f6850af964a5204c6c1fe3
160,62,40.74914242,-73.97505118,4b150df9f964a52011a823e3
161,157,40.76050366,-73.94384937,4f3ceffde4b0811223a089bb
162,187,40.71885936,-73.98790956,4c0e90c57189c928ccb5d8b6
163,87,40.791171999999996,-73.944024,4e6f593d88779c905de9cfa7
164,195,40.78911988,-73.97335052,4b2da0ddf964a520c9d924e3
165,62,40.75280621,-73.97717535,42829c80f964a5206a221fe3
166,179,40.66479595,-73.92295351,4b93d226f964a520625334e3
167,1,40.66421142,-73.91474955,4df2f04dd4c01ff6b2eaca87
168,231,40.79924638,-73.93220767,4edac72c61af8a14b6d7f7a2
169,7,40.841927,-73.873511,4b8fbf80f964a5202a6033e3
170,30,40.80876788,-74.11812338,4c6eafcee6b7b1f76344ad8e
171,265,40.770849,-73.98224824,4a451759f964a520c3a71fe3
172,292,40.71980773,-74.00992625,4ab6c985f964a5200a7920e3
173,191,40.83260434,-73.86046496,4c23e755f7ced13a3dfd216d
174,134,40.73447832,-73.99024844,4c34e81009a99c7406490c2a
175,136,40.83487295,-74.22620649,4a6ddef7f964a52033d31fe3
176,14,40.925826,-73.835898,4bcb894d0687ef3b19f8ddcc
177,83,40.73569746,-73.81249842,4eda1085f5b921398839dd94
178,27,40.86873706,-73.9006602,4ee106e7f7903c92cdfd4d1d
179,256,40.7575648,-73.96864592,4c1836421436a593271a8d75
180,97,40.70024353,-73.94112109999999,4d262ad8b7d5236a10401009
181,40,40.72098907,-73.98104875,4a06f10df964a5200c731fe3
182,257,40.77226863,-73.93010371,4cf2622de9425481cbe96fc5
183,137,40.69754695,-73.99300314,49f3261bf964a520696a1fe3
184,7,40.83991797,-73.87893677,4ec36fc4754a58e0f97f1766
185,88,40.96577081,-74.07566071,4b983023f964a520a13235e3
186,254,40.75261955,-73.99336294,481dfa3af964a5207f4f1fe3
187,264,40.74404732,-73.98402737,4cdc8c7699026dcb4a0c1481
188,287,40.80494,-73.992149,4d66b1ef84f28cfa548a6e69
189,29,40.70964742,-74.01051729999999,4a8a998af964a5202b0a20e3
190,29,40.70972827,-74.01076978,4a954328f964a520cf2220e3
191,29,40.70491221,-74.01401281,4b44a049f964a5201cf825e3
192,57,40.87097829,-73.82876809,4e2bada17d8b7deda6d3fda6
193,26,40.69783673,-73.92736598,4b5ca9dcf964a520f83c29e3
194,57,40.86782694,-73.82703923,4b344fb5f964a520eb2625e3
195,87,40.78986319,-73.94593309,4b9ad23ef964a52006d935e3
196,29,40.703253000000004,-74.01422739,4a734456f964a520f8db1fe3
197,57,40.86812592,-73.82576466,4bea48bca9900f47d1641640
198,277,40.72741096,-73.9847218,41575800f964a5202f1d1fe3
199,44,40.61249562,-73.98887973,4f194039e4b0cfc595e6ee11
200,80,40.741578999999994,-74.029635,4a58e445f964a5201fb81fe3
201,80,40.73797973,-74.03076102,4a7daee3f964a5202bef1fe3
202,184,40.731786,-73.983701,4bae5fb6f964a520b4a93be3
203,81,40.75884666,-73.98955107,4f297e04a17c6fd5208ea108
204,266,40.74724254,-74.15266696,4ccc9b2a7c2ff04d246e9a7e
205,232,40.57562689,-73.9832985,45053091f964a520e6381fe3
206,29,40.70145732,-74.01321429,4165d880f964a5207e1d1fe3
207,6,40.72434796,-73.99731874,4df0e57e1f6ea135c65cfd1c
208,65,40.79563545,-74.20082468,4f467605e4b0eedbd6d20820
209,256,40.76050819,-73.96744635,4ca0e01c27d3bfb78dfc3a67
210,47,40.74763189,-73.98638613,4a1de847f964a520aa7b1fe3
211,256,40.76147154,-73.96677375,4a34038ef964a520929b1fe3
212,40,40.72603917,-73.9820838,4d633c7da45b548145c8ff2c
213,137,40.69594185,-73.99039194,4ba62142f964a520b43539e3
214,277,40.72634865,-73.98415715,4e300d723151250387b61125
215,286,40.84835184,-73.83081858,462d15a3f964a520e7451fe3
216,32,40.83309951,-74.01021481,4c1c47d601379521e50a47f3
217,6,40.72435967,-73.99747938,4b7ec75ff964a520bafe2fe3
218,8,40.62643564,-74.01344956,4ba9415df964a52095183ae3
219,146,40.69958071,-73.91140242,4d8faa2f1716a143f36050f7
220,47,40.74866718,-73.98837626,4a299005f964a520a8951fe3
221,152,40.77906995,-74.18814966,4e05fada6284d9ee92cbd39c
222,232,40.57715366,-73.9812037,4ba18c00f964a520b1bf37e3
223,101,40.76170986,-73.96013969,4ce84192d99f721e0067af73
224,85,40.60189765,-73.99352074,4bdc528dfed22d7fcea057c9
225,249,40.69321218,-73.93010371,4e63eda6b3ad629a3a9d1309
226,233,40.82527366,-73.92996311,4b7dce5af964a520cad52fe3
227,132,40.82720715,-73.92603063,3fd66200f964a520e1f01ee3
228,31,40.7394648,-74.00265604,4ecc046b0e61aaf0384f19c4
229,30,40.79889202,-74.11812338,4c6fc1379375a0930fc70437
230,186,40.8102201,-73.96047592,4a9fb11cf964a520343d20e3
231,137,40.702345,-73.9906849,49e4a677f964a52014631fe3
232,188,40.76020475,-73.86111389,4c65c9c3d6b7b7136f0e184a
233,187,40.71800153,-73.9902829,45a62f89f964a52003411fe3
234,297,40.931951,-74.132019,4b77007bf964a5204b732ee3
235,29,40.69977177,-74.01339054,4c1a94bcb4e62d7f0c08d893
236,168,40.745191999999996,-74.219411,4e78d39be4cd13042a2a0bce
237,254,40.75269756,-73.99003613,4a8c017df964a520dc0c20e3
238,56,40.79456207,-73.97116184,4b8359e0f964a520830331e3
239,71,40.91733204,-74.18858249,4e220e09ae6015b212acbc5b
240,189,40.76504877,-73.81954351,4bc29837461576b0a8af7d32
241,134,40.735282500000004,-73.99040315,3fd66200f964a520def11ee3
242,134,40.73506259,-73.99080514,4ec56c366c254debeb50c1c4
243,47,40.74871699,-73.98815949,4bd5c40b5631c9b61ea4a430
244,189,40.76528966,-73.81984794,4b5fb175f964a52081c829e3
245,155,40.70554075,-74.00825638,4a69f764f964a5204bcc1fe3
246,298,40.6731469,-73.99895423,4bf993688d30d13a6c770218
247,8,40.63038932,-74.01065502,4bb7a9d453649c74501046fb
248,98,40.8900283,-74.07025337,4bd6f47d29eb9c7462db95e1
249,212,40.69351488,-73.99171189,4ea5a1bcf7909c68df719911
250,180,40.95589867,-74.06818444,4f49abc9e4b07165fa77eb39
251,137,40.6941573,-73.99187258,4ad4a7c0f964a52085e820e3
252,180,40.95634252,-74.06902772,4a991c59f964a520662d20e3
253,254,40.75003444,-73.98903755,4bf6c8bfabdaef3b6b5aa184
254,57,40.86640734,-73.82869342,4b6f2ac9f964a52072e12ce3
255,131,40.61848447,-73.75366953,4ec7ef6a93ad41338d60c36a
256,131,40.61848447,-73.75366953,4f4f883fe4b0e5248151646b
257,62,40.75323992,-73.97408696,4bcdc2bf68f976b03abb6483
258,62,40.75005298,-73.97360802,4b8411c4f964a520bd1e31e3
259,276,40.75898179,-73.88981404,4f7b6453e4b08175d7d99e24
260,180,40.95617,-74.06845,4ee7ea4502d5895bd6bccb5f
261,180,40.95653462,-74.06909466,4cfa8ab0e6f48eec85dc83a4
262,254,40.74902921,-73.99237186,4ae23a21f964a5200a8c21e3
263,47,40.74910526,-73.9882054,4a6f3c21f964a520b0d51fe3
264,75,40.74512070000001,-73.99247516,4f2729f9e4b067a3297bbda6
265,183,40.8623652,-74.1963172,4b719475f964a520d54e2de3
266,100,40.61252119,-73.91296404,4b5a54c4f964a520cebd28e3
267,209,40.6612058,-73.88063192,4f23799ee5e87114ad3af2ad
268,180,40.95620483,-74.06860321,4c339a34ed37a5936aa06d03
269,241,40.64440554,-74.07295704,4a478d19f964a520d2a91fe3
270,199,40.76686967,-73.99496581,4f7b65c8e4b0c69aa470ae67
271,47,40.74951365,-73.98762576,4af6e841f964a5200a0422e3
272,295,40.74405042,-73.97309978,4efdd652f9abd5b38e970b86
273,29,40.70771001,-74.01056349,4e40041f81dc6ce0fac9ae73
274,81,40.75650613,-73.98802757,4b0737c3f964a520e4f922e3
275,116,40.80588623,-74.04406167,4dfd3d04c65b31579b315601
276,3,40.78486386,-73.78632918,4e6d90f02271a8cabfdbfb27
277,3,40.78684822,-73.78910395,4c60606413791b8dc5624faf
278,3,40.787516,-73.78943141,4e703e96a8098087a0057f77
279,31,40.73977359,-74.00257587,4ad68321f964a5208e0721e3
280,241,40.64609609,-74.07821746,4f7b67e6e4b01ee8685cfa15
281,39,40.63137918,-73.95144224,4c33bc7216adc9286421c49c
282,31,40.74182628,-74.00381482,4eca75779a52756c591fd414
283,233,40.824774700000006,-73.9442163,4b521c6cf964a520be6827e3
284,31,40.74129321,-74.00299421,4f287da5e4b035ea3f4d05d1
285,31,40.74201604,-74.00516337,41390580f964a520dc1a1fe3
286,77,40.91733544,-74.07566071,4a07ac6af964a5208f731fe3
287,47,40.74774465,-73.98530245,4b58f22af964a520c07428e3
288,81,40.75696158,-73.98982379,4f612184e4b01b3ebd898091
289,157,40.75047562,-73.94028425,4ad684abf964a520970721e3
290,144,40.738297100000004,-73.878961,4c775141d06b224b2c49fed6
291,212,40.69321652,-73.989999,4aba69b7f964a520388120e3
292,157,40.75083637,-73.94011813,4eae4e7a30f855f5b3aabde8
293,293,40.729369,-73.998868,3fd66200f964a520ede91ee3
294,208,40.79220655,-74.15127754,4ba4d8aaf964a520baba38e3
295,6,40.72898243,-73.99583817,4283ee00f964a52085221fe3
296,134,40.73702363,-73.98658126,4a3d65b7f964a52037a21fe3
297,293,40.73037925,-73.99595862,4ab23309f964a520c26a20e3
298,187,40.71242696,-73.98925066,4bb8f6bfb35776b00974c901
299,167,40.75237023,-73.99955105,4e7bc100a809dd77188fc18d
300,132,40.83592439,-73.92185211,4e4df1ec81308c328c677507
301,187,40.71278478,-73.98929358,4c168e34955976b0c3bba4f6
302,187,40.71293259,-73.98744202,4e8c450329c22b68ab23e112
303,80,40.7373,-74.03744,4b48c4a8f964a520195626e3
304,176,40.620465,-74.00710102,4c4b6a2ff7cc1b8d5565d83f
305,80,40.73729142,-74.03733633,4bdd72b0d33f2d7f46f38a3c
306,212,40.69147465,-73.98738384,4b3a1855f964a520026125e3
307,289,40.6727551,-73.775631,4dce988fb0fb25f6e3471de5
308,110,40.75771821,-73.97769128,4b71aa5ff964a520a8542de3
309,277,40.729545,-73.986137,4c77089c59a3236aa9aec018
310,137,40.70311887,-73.987736,4a914773f964a520dd1920e3
311,134,40.73736755,-73.99015091,4a3e69a3f964a520e6a21fe3
312,155,40.7064404,-74.00612169,4e0d074622711665f60746d2
313,134,40.732431,-73.989988,4ad2615bf964a52045e120e3
314,272,40.641999999999996,-73.7918,4c71a9150e23b1f7a3e81bdc
315,47,40.74621884,-73.98151936,49c943d2f964a5204f581fe3
316,191,40.84291648,-73.86516249,4e3ef5d462e19d610982fa0f
317,95,40.68430738,-73.9775978,4acfc371f964a520d2d520e3
318,292,40.71250828,-74.00766134,4b871e4af964a5209db131e3
319,13,40.81554068,-73.95842347,4ae6258af964a52013a521e3
320,129,40.800356,-73.94687168,4a68fff8f964a5206dcb1fe3
321,180,40.94709963,-74.072561,4e80a57429c2299aa3addd5d
322,233,40.82809887,-73.93391132,4a9ae1cef964a520543320e3
323,13,40.82134415,-73.95403862,4b2c7911f964a52044c724e3
324,90,40.71814377,-74.00015652,4b2ac07af964a520ecae24e3
325,62,40.75275186,-73.97305387,4a859ca3f964a520a5fe1fe3
326,29,40.70596204,-74.01125754,4ecc1e9993adb4bd1bb5d5dd
327,157,40.74803726,-73.94687176,4b16f47bf964a5201ac023e3
328,90,40.71446409,-73.99911582,3fd66200f964a52037e31ee3
329,62,40.75451688,-73.97339823,40df5f80f964a52098011fe3
330,88,40.96541694,-74.06288376,4f1a558ae4b0d7904185f778
331,15,40.7537156,-73.98094722,4ae1f681f964a520318921e3
332,256,40.75561215,-73.97092581,48208c8cf964a520894f1fe3
333,110,40.76355592,-73.97286773,4283ee00f964a520ce221fe3
334,2,40.77589237,-73.95573145,4b4263a9f964a520ecd225e3
335,59,40.93508142,-73.96537147,4e7ea6e793adeda960d078c3
336,148,40.689801,-73.72109652,4d9b613773df8cfafeb9f5ec
337,62,40.75356409,-73.97953033,4ad4b49af964a520c4e820e3
338,42,40.716390999999994,-74.033866,4d3e01f0d625224bbedb9efa
339,24,40.74715919,-73.92229904,4b9c8f56f964a520357036e3
340,256,40.75609848,-73.97226182,4a744c17f964a520cfdd1fe3
341,245,40.84769339,-73.90088797,4ce44fc14eb46a314b225ba3
342,292,40.71559314,-74.00625368,4abbdc65f964a5203f8520e3
343,261,40.78302026,-73.94907872,4bc8f5db0687ef3b970ad9cc
344,155,40.71178449,-74.00208235,4b02c41cf964a520c14922e3
345,256,40.756676,-73.972307,4b4668f1f964a520042026e3
346,292,40.71421606,-74.00596619,4acf58baf964a52028d320e3
347,155,40.71265873,-74.00588036,4a676321f964a52051c91fe3
348,249,40.67971862,-73.93199086,4b7d6601f964a5204abc2fe3
349,256,40.75803174,-73.97142386,4a578bb6f964a5205bb61fe3
350,278,40.71343536,-73.95807266,4bdc9fb73904a59345084f9e
351,98,40.88899013,-74.05581236,4c64e410cdb6e21ebed7333e
352,293,40.733123,-73.99842497,49ca8170f964a520b1581fe3
353,117,40.910894,-74.031547,4bec4056fd60a5932dba3af1
354,83,40.742152600000004,-73.82756765,4e44525062e1b6355aaae1fb
355,221,40.92610478,-74.09925695,4c87d60a0dcb8cfa6c543e68
356,205,40.767759999999996,-73.964527,4d5d97c5e0ffa1cdb7fb1c54
357,211,40.67837611,-73.90339851,4a4d10fbf964a52082ad1fe3
358,129,40.810203,-73.943523,4a6a3991f964a520e0cc1fe3
359,101,40.76028084,-73.95057116,4f7a46d8e4b0c69aa3802c19
360,254,40.747558000000005,-73.993104,41366280f964a520ce1a1fe3
361,126,40.63404533,-74.14161271,4e38657bd4c0dc7ad2efc4d9
362,39,40.63129906,-73.95096149,4e405e39483b04e17abb677f
363,39,40.63118003,-73.95102463,4c179f6430d30f4726c636a9
364,4,40.93280626,-74.07115459,4abe6469f964a5202f8d20e3
365,188,40.75102831,-73.87264967,4bdaf62863c5c9b61ea02568
366,155,40.71203303,-74.00699299,4a84eb0af964a520e1fd1fe3
367,290,40.90266454,-74.00578886,4daab34b43a1128196fe7329
368,277,40.7312265,-73.98887973,4b61052df964a52066062ae3
369,155,40.706903999999994,-74.00367,4b940a3df964a520686334e3
370,114,40.82645768,-73.89482953,4f6dbecae4b056aa92ed8e01
371,170,40.89690578,-74.03017044,4c4f5881eaa1be9abdf1c345
372,261,40.77799852,-73.95386021,4a97e23df964a520db2920e3
373,170,40.89851723,-74.02913151,4d500a037ee1a35d828b8134
374,95,40.68047836,-73.97497083,4ec6e0e18b81dcfdc2bdce65
375,1,40.66498815,-73.90531083,4f69fed7e4b0316cb9aba961
376,81,40.7572213,-73.99154663,4840fe6bf964a52030501fe3
377,47,40.74911015,-73.98845673,4a63d085f964a520dac51fe3
378,205,40.76562484,-73.96783664,4aefb619f964a520fdd921e3
379,104,40.62229464,-74.02759378,4b870d29f964a520afad31e3
380,256,40.75602574,-73.97033335,4e8a24187ee6c0611788114e
381,118,40.747842,-74.030874,4ad171a3f964a5206ede20e3
382,256,40.75557964,-73.97086143,4a0ad357f964a520ae741fe3
383,256,40.75892783,-73.96144262,4f280555e4b04e256a110c94
384,256,40.75918262,-73.96217732,49f35e1ef964a520946a1fe3
385,54,40.66676014,-73.88194173,4c6eb179a437224b7c9530b1
386,172,40.57840084,-73.93618584,4514fc3df964a520e8391fe3
387,211,40.66623748,-73.88338874,4c7d76e58da18cfa01789fce
388,218,40.764016,-73.82947598,4b53672bf964a520199b27e3
389,90,40.71655808,-74.00008678,49c65aa8f964a52038571fe3
390,136,40.834872999999995,-74.225148,4e602d907d8b854088aa523c
391,39,40.63216904,-73.94998567,4c3b3126be4620a16fe90b13
392,290,40.91244813,-73.998075,4bf1a9eed39ad13a7382aa0e
393,155,40.71068343,-74.00461247,4e7fdff20aafbd4bf63b3998
394,211,40.66195,-73.8927,4bc78d628b7c9c74b7ad36cf
395,78,40.81143815,-74.06779647,4840fef8f964a52031501fe3
396,250,40.89859144,-73.8477874,4dea93547d8b6c7a534360ce
397,279,40.78898753,-74.25901479,4c0bc6377e3fc9285abbf582
398,264,40.74227764,-73.98525554,4c6985928d22c9284776b745
399,209,40.64250711,-73.88739669,4e575fe418a802f9c8b815d1
400,158,40.66342761,-74.23399687,4bfc3890e05e0f47785ccfa8
401,114,40.82406999,-73.89306694,4baf25ecf964a520b1ed3be3
402,196,40.73174804,-74.06692503,4ed43ac630f803fae6f8b92c
403,42,40.71713766,-74.03891414,4f2d5a90e4b01982f0dbf670
404,168,40.75605707,-74.23554036,4f5278f1e4b0ee60b905f4ce
405,261,40.77912607,-73.95490489,4c1918c7fe5a76b07b0f0315
406,220,40.720582,-74.002051,4dc81b291fc72e863772cb65
407,233,40.8168158,-73.9413925,4b376908f964a520ef4025e3
