name,price,rating,zip code,latitude,longitude,review count
Tasty Hand-Pulled Noodles,$,4.0,10013,40.7142,-73.99787,1239
Grand Sichuan,$$,3.5,10001,40.747413,-74.001052,369
Hao Noodle and Tea By Madam Zhu's Kitchen,$$,3.5,10014,40.7334863190479,-73.9998929006093,278
La Salle Dumpling Room,$$,4.0,10027,40.81403,-73.95983,118
Tang Pavilion,$$,3.5,10019,40.762849,-73.977189,264
Yuan,$$,3.5,10003,40.72975,-73.98724,49
Junzi Kitchen,$$,4.0,10025,40.8057641877461,-73.9652019005902,54
Cheong Fun Cart,$,5.0,10013,40.7176279773311,-73.9963736857056,35
Shu Han Ju,$$,3.5,10011,40.73558,-73.99843,110
Little Tong Noodle Shop,$$,4.0,10003,40.72939,-73.98434,111
Noodle Village,$,4.0,10013,40.714167,-73.998803,700
Savour Sichuan,$$,3.5,10018,40.75311,-73.98614,142
Golden Forest,$,4.0,10002,40.716648,-73.989471,104
Ahana,$$,4.0,10065,40.7622458,-73.9598571,100
Hakkasan,$$$$,3.5,10036,40.758619,-73.989961,680
Spice Noodle,$$$,3.5,10029,40.7867088,-73.9499588,25
La Vie en Szechuan,$$,3.5,10016,40.7473584983999,-73.9843980932541,365
Pinch Chinese,$$,4.0,10012,40.72645,-74.0018,106
Happy Hot Hunan,$$,3.5,10025,40.80133,-73.96466,95
Hot Kitchen,$$,3.5,10022,40.7570698,-73.9674267,133
Asia Express,$,3.5,10016,40.741,-73.97906,37
Auntie Guan's Kitchen,$,3.5,10011,40.73863,-73.98193,104
Shorty Tang Noodle Shop,$$,3.5,10011,40.74019,-74.00187,98
Chef Ho's,$$,3.5,10128,40.77997,-73.95,183
RedFarm,$$$,3.5,10024,40.782051,-73.980415,447
Hing Won,$,3.5,10036,40.7579956054688,-73.9803848266602,167
Mapo Tofu,$$,3.5,10016,40.749832,-73.977531,275
Grand Sichuan Eastern,$$,3.5,10022,40.7583084106445,-73.9663619995117,209
Ollie's Sichuan,$$,3.0,10036,40.75884,-73.99319,387
Wa Jeal Sichuan Chili House,$$,3.5,10028,40.77536,-73.95317,353
Red Hot HotPot,$$,4.0,10025,40.8014032,-73.9615043,6
King's Kitchen,$,4.0,10002,40.713985,-73.993675,122
Szechuan Garden Kitchen,$,4.0,10026,40.802006,-73.956726,11
Mee Noodle Shop & Grill,$,3.5,10022,40.7540692621136,-73.9688620062703,239
Flor de Mayo,$$,4.0,10025,40.797832,-73.969948,425
Rice & Gold,$$,4.0,10013,40.71599,-73.99683,12
Main Noodle House,$$,3.5,10018,40.752143,-73.986396,303
Szechuan Gourmet 56,$$,3.0,10019,40.765717,-73.9828671,302
BaoHaus,$,3.5,10003,40.7324690923782,-73.9857136011124,1650
A Taste Of China,$$,4.0,10010,40.7377036968826,-73.9813949,33
Hot Sichuan,$$,3.5,10011,40.74354,-74.00326,82
A-jiao,$$,3.5,10128,40.783159,-73.948244,85
Wok 88,$$,3.5,10128,40.78042,-73.95322,195
Congee Village,$$,3.5,10002,40.7187,-73.99031,1276
Sichuan Bistro,$$,4.0,10010,40.73772,-73.98139,22
The Rice Noodle,$,3.5,10012,40.729087,-74.001525,77
Chen's Buffet Bar,$,4.0,10038,40.70712,-74.00845,22
Peking Duck House,$$$,3.5,10022,40.756912,-73.968109,316
Shanghai Mong,$$,3.0,10001,40.7476119995117,-73.9871597290039,397
99 Favor Taste - St. Marks,$$,4.0,10003,40.728833,-73.988094,69
May Wah Fast Food,$,4.0,10013,40.718135,-73.998497,242
Kung Fu Little Steamed Buns Ramen,$$,3.5,10019,40.7616286634162,-73.9868181646996,713
S Wan Cafe,$,4.0,10002,40.71729,-73.99269,75
Hot Kitchen,$$,3.5,10003,40.72741,-73.9881599,368
Nyonya,$$,4.0,10013,40.7190148,-73.9968228,1649
Super Taste,$,4.0,10002,40.71511,-73.99332,421
China North Dumpling,$,4.0,10002,40.715827,-73.989845,252
Great NY Noodle Town,$,3.5,10013,40.7150363828814,-73.9971172437072,1020
108 Food Dried Hot Pot,$$,3.5,10025,40.80271,-73.96738,48
Shanghai Asian Cuisine,$$,4.0,10013,40.7159077,-73.997383,365
Ramen Thukpa,$$,4.0,10014,40.7319755554199,-74.0039749145508,166
Dumpling Kingdom,$,3.5,10012,40.7296503,-73.9995577,166
Kung Fu Little Steamed Buns Ramen,$$,3.0,10022,40.7592514705491,-73.9694294705987,189
Dong Chun Hong,$$,3.5,10001,40.7470559,-73.985959,228
Hunan Delight,$$,3.5,10075,40.770678,-73.951296,153
Taste Good,$,3.5,10010,40.7433836718734,-73.9901636441803,69
Lin's Gourmet,$,3.5,10022,40.759891,-73.965187,44
Legend Bar & Restaurant,$$,3.0,10011,40.73956,-73.99918,282
Hop Lee Restaurant,$$,4.0,10013,40.71426,-73.99849,219
Ho Yip Restaurant,$,3.5,10006,40.7096772,-74.0120047,220
Wo Hop,$$,3.5,10013,40.7142239034582,-73.9988691693115,1058
Hop Won Restaurant,$,3.0,10017,40.7533111572266,-73.9739227294922,121
Uncle Luoyang,$$,3.5,10025,40.80023,-73.96626,79
Hong Kong Chinese Restaurant,$,3.5,10016,40.7444,-73.98146,28
Canteen 82,$$,3.0,10024,40.78406,-73.97354,180
La Dinastia,$$,3.5,10023,40.77833,-73.98022,127
Asian Spicy Curry Pop-up,$,4.5,10013,40.715031,-73.99931,109
Bo Ky Restaurant,$,3.5,10013,40.7158451,-73.9987067,591
RedFarm,$$$,3.5,10014,40.7342,-74.00652,546
New Double Dragon,$,4.0,10003,40.7242431,-73.9881041,46
New Moon,$$,5.0,10016,40.74692,-73.97766,4
Hyo Dong Gak,$$,3.5,10001,40.750167,-73.986186,341
Wok City,$,3.0,10023,40.7752417820046,-73.983876645396,64
Lili's 57,$$,3.5,10019,40.76554,-73.98046,218
Lan Sheng Szechuan Food Restaurant,$$,3.5,10018,40.7517141867087,-73.9883603449123,38
Mr Bing,$$,4.0,10009,40.72712,-73.98362,5
Sing Kee Seafood Restaurant,$$,4.0,10013,40.71555,-73.99672,151
Home's Kitchen Chinese Restaurant,$$,3.5,10010,40.73944,-73.98913,157
Mei Yu Spring,$,4.0,10002,40.7125753536096,-73.9971762470746,40
Sammy's Noodle Shop & Grill,$$,3.5,10011,40.73516,-73.99875,381
Hop Kee,$$,4.0,10013,40.714416,-73.999023,654
Ollie's Noodle Shop & Grille,$$,3.0,10025,40.79942,-73.96868,87
Dragon Noodle and Grill,$,4.0,10013,40.71744,-74.00024,76
Shanghai Cafe,$,3.5,10013,40.71726,-73.99721,1923
A & C Kitchen,$,3.5,10009,40.7250407,-73.9779719,22
Taiwan Bear House,$,4.0,10013,40.7147185237041,-73.9977966218067,216
Jing Fong,$$,3.0,10024,40.7827096147799,-73.9789128775797,61
Evergreen On 38,$$,3.5,10016,40.75051,-73.98192,177
Chef Yu,$$,3.0,10018,40.753574,-73.991882,447
Grand Sichuan Eastern,$$,3.0,10011,40.7425,-74.00013,83
Harvest Chinese & Thai Cuisine,$$,3.5,10075,40.771812,-73.952659,62
Xi'an Famous Foods,$,4.0,10013,40.715082,-73.997342,768
Mr Bing,$$,3.5,10021,40.7543376550143,-73.976532557234,109
Asian Eatery,$,3.5,10022,40.7615318,-73.9659424,46
Ginger's,$$,3.5,10018,40.753448,-73.989273,326
Hunan House,$$,2.5,10019,40.76292,-73.97653,126
Charley Mom Restaurant,$$,3.5,10028,40.7740287780762,-73.9481582641602,65
The Cottage,$$,3.0,10024,40.7820668155281,-73.9793799398146,254
Big Bowl,$$,4.0,10128,40.78028,-73.9465,36
Spice Saigon,$$,3.5,10065,40.7645621771246,-73.9585727685255,116
Zongzi lady,$,4.5,10002,40.7182699448353,-73.9938071136549,11
Fay Da Bakery,$,4.0,10012,40.73115,-74.00176,177
Mee Noodle Shop,$,3.0,10019,40.76537,-73.98791,423
Chinatown Restaurant,$$,3.0,10128,40.78286,-73.95126,221
Great Sichuan,$$,3.0,10016,40.74082,-73.98127,170
Shun Lee West,$$$,2.5,10023,40.7729,-73.9813485,355
Xi'an Famous Foods,$$,4.0,10010,40.74033,-73.98744,51
Shui Mei Cafe,$,4.5,10002,40.7135318,-73.9948386,27
Cafe Evergreen,$$,3.5,10021,40.76891,-73.9556,118
Buddha Bodai Kosher Vegetarian Restaurant,$$,4.0,10013,40.7138543,-73.9989484,757
Golden City Chinese Restaurant,$,3.5,10001,40.753277148143,-73.996643608314,69
Mr Chow,$$$$,3.0,10022,40.7588502019644,-73.9643376320601,266
Tim Ho Wan,$$,3.5,10003,40.731505,-73.9899313,802
Kong Kee,$,4.0,10002,40.719047,-73.996139,43
Wok Express,$,4.0,10035,40.798202,-73.939417,10
Shun Lee Palace,$$$,3.0,10022,40.75945,-73.96907,227
Kungfu Kitchen,$$,3.0,10018,40.7555654203146,-73.9907654374838,134
Lilli & Loo,$$,3.5,10065,40.763858,-73.967269,322
King Wok,$,3.5,10014,40.7289734,-74.0050888,105
Chinese Fast Wok - Eat In & Take Out,$,3.0,10011,40.74452,-73.9957,52
Taste Kitchen,$,4.5,10018,40.75364,-73.9935,3
Cheung Wong Kitchen,$,4.0,10002,40.7160260528326,-73.9918208867311,27
Tang's Garden,$$,3.0,10021,40.7722574,-73.9589547,82
New Kam Lai,$,3.5,10025,40.7989112,-73.967015,18
Lumos Bar,$$,4.5,10012,40.72728,-73.9999,69
Jimmy's House,$,3.5,10010,40.74016,-73.98256,82
DIM SUM VIP,$,4.0,10013,40.71614,-73.9979,74
Bite of Hong Kong 泰仁軒,$$,4.0,10002,40.7174007,-73.99437,58
Jue Lan Club,$$$,3.0,10011,40.7409694,-73.9934031,181
Wong Restaurant,$,3.0,10065,40.7638749,-73.9590615,36
La Caridad 78,$$,3.5,10024,40.7832592,-73.9807337,175
Lychee House,$$,3.5,10022,40.7595977783203,-73.9694213867188,113
Forever Taste,$,4.0,10002,40.71294,-73.989784,24
China Taste,$,3.0,10028,40.7749559083727,-73.9537757635117,53
East Garden Chinese Restaurant,$,3.5,10128,40.7779312,-73.9490204,37
Legend Upper West,$$,3.0,10025,40.8030047267675,-73.9659275114536,116
Tung Woo Co,$,4.0,10013,40.71865,-73.99499,60
Mr Chow,$$$$,3.0,10013,40.7200922292321,-74.0086623709058,309
Uncle Luoyang,$,4.0,10027,40.8099709,-73.962353,26
Mee Noodle Shop & Grill,$$,3.0,10003,40.730968,-73.983215,95
Macao,$$$,4.0,10013,40.71962,-74.00391,622
Panda Banjum,$,3.5,10001,40.7472085,-73.9861836,107
No.1 Chinese Restaurant,$$,3.0,10004,40.7046671846472,-74.0105490435282,128
MoonHouse,$,3.5,10029,40.788337,-73.947502,76
Taiwan Pork Chop House,$,4.0,10013,40.7142303,-73.9979609,245
Mission Chinese,$$,3.0,10002,40.71386,-73.98966,533
Christopher's Golden Woks,$,3.5,10014,40.73284,-74.00836,43
Manting,$$,3.0,10019,40.7601476826859,-73.9829980954528,104
New Sunny East 88,$,3.5,10128,40.7779006958008,-73.9482650756836,49
Chop Shop,$$,3.5,10001,40.7486687,-74.0031128,198
Big Wong,$,3.5,10013,40.71624,-73.99842,1193
Wu's Wonton King,$$,3.5,10002,40.7139415501646,-73.9899386554248,97
Philippe By Philippe Chow,$$$,3.5,10065,40.76409,-73.97039,497
Jef Chinese,$$,3.5,10017,40.7542031,-73.9694108,8
Traditional Chinese Food Cart,NA,4.0,10014,40.7293724,-73.995937,7
King Food Chen,$,3.0,10024,40.78596,-73.97589,48
Chelsea Golden Wok,$,3.0,10011,40.74401,-73.999824,36
New Aroma Chinese Restaurant,$,3.5,10027,40.8132171630859,-73.9557037353516,25
Happy Express Cafe,$,4.0,10002,40.7145133,-73.9924451,30
Pearls,$$,3.0,10025,40.7958833,-73.9692167,125
Jian Bing Man,$$,3.0,10001,40.74761,-73.98631,85
Great Wall Chinese,$,3.5,10002,40.7165,-73.98763,69
Fei Ma,$,3.5,10009,40.725114,-73.9845239,37
Shu Han Ju II,$$,4.0,10003,40.73117,-73.98909,39
Jiangnan Chinese Cuisine,$$,3.0,10006,40.70838,-74.01408,6
Noodles 28,$$,3.0,10016,40.7426109313965,-73.9799728393555,166
Six Happiness,$,3.0,10021,40.7700042724609,-73.9578247070312,101
East Palace,$,3.0,10017,40.7510528564453,-73.9716644287109,67
China Wok,$,4.0,10037,40.8124997466803,-73.9418902248144,11
Peking Garden,$,3.5,10027,40.81501,-73.959297,25
69 Chinese Restaurant,$,3.5,10013,40.715423,-73.998397,315
The Chinese Couple Vendor aka The Dollar Cart!,$,4.5,10013,40.7165422558221,-73.9969864385006,44
Fu Zhou Cuisine,$,4.0,10002,40.71837,-73.99133,14
Modern Szechuan,$,3.0,10036,40.7559013,-73.9800568,11
Hong Man,$,4.0,10002,40.71516,-73.99374,126
New King Wok Restaurant,$,4.0,10027,40.806563347578,-73.9499093592167,5
Kam-Wei Kitchen,$,3.5,10036,40.76128,-73.993919,28
New Hong Kong Restaurant,$,4.5,10035,40.8001850545406,-73.9404103159904,4
China King,$,3.0,10010,40.738303810358,-73.9834597706795,27
Lava Kitchen,$$,3.0,10025,40.7973398628539,-73.9692374467538,38
China King,$,3.5,10029,40.7943,-73.94456,18
La Nueva Victoria,$$,3.5,10025,40.79372,-73.971954,60
Rice Noodle Cart,$,4.5,10013,40.71792,-74.00021,44
China Chalet,$$,3.0,10006,40.7065032987417,-74.012940146627,125
Wing Kee WK Restaurant,$,4.0,10013,40.715423,-73.998397,31
Panda Express,$,3.5,10021,40.7658172332478,-73.9577729254961,69
Empire,$,3.5,10039,40.8028688256819,-73.9530954451981,17
Carol's Bun,$,4.0,10002,40.7138317002555,-73.9914554524045,18
Dumpling Man,$,3.5,10009,40.72713,-73.98476,718
Jing Fong Restaurant,$$,3.5,10013,40.7159552385198,-73.9971831076206,1824
Drunken Dumpling,$$,3.5,10003,40.7279305523596,-73.9851133525372,202
New Asian Cuisine,$,4.0,10013,40.71792,-74.00021,16
Hunan Park,$$,3.0,10025,40.79222,-73.96774,58
New Ming's Delight,$,3.0,10016,40.7488403320312,-73.976203918457,46
Nom Wah Nolita,$$,3.5,10012,40.7204154878855,-73.9944789558649,92
New Kam Lai,$,3.0,10024,40.78701,-73.975899,40
Ocean Dragon,$,2.5,10019,40.7694396972656,-73.9886703491211,55
J East,$,3.0,10003,40.7347984313965,-73.9857635498047,55
DiDi Dumpling,$,3.5,10010,40.7401539,-73.9845239,136
East Dumpling,$,4.5,10002,40.71586,-73.99288,37
China 1 Kitchen,$,2.5,10044,40.7632023290684,-73.9490040654764,43
Lotus Express,$,4.0,10034,40.8662643432617,-73.9245986938477,40
Little Sheep Mongolian Hot Pot,$$,4.0,10002,40.71759,-73.99489,120
China Gourmet,$,2.5,10019,40.76381,-73.98524,166
Ollie's To Go,$$,2.5,10024,40.7904902,-73.9752417,114
Wonton Noodle Garden,$,3.5,10013,40.7157921,-73.998189,295
Shanghai Sogo,$$,3.5,10036,40.757195,-73.980431,11
China Wok,$,3.0,10009,40.72283,-73.98311,45
Red Egg,$$,3.5,10013,40.7188628921887,-73.9990730951065,674
Halal Kitchen,$,3.5,10029,40.7930498507672,-73.9408185787398,11
Fresh Wok,$,3.5,10128,40.78065,-73.94698,26
Peking Kitchen II,$,3.5,10026,40.80479,-73.954735,17
August Gatherings,$$,3.5,10013,40.7186556,-74.0011004,118
Hunan Chen's Kitchen,$,3.0,10025,40.80133,-73.96113,34
Famous Sichuan,$$,3.5,10013,40.71487,-73.99758,272
Hong Kong,$$,3.5,10029,40.7926783064322,-73.9457814748688,10
A A JING,$$,3.5,10036,40.761997,-73.990409,244
Northern Tiger,$$,3.0,10281,40.7126462901984,-74.0160110541061,84
Yip's,$,3.5,10004,40.704818,-74.012382,77
Pic Up Stix,$,3.0,10128,40.7824593,-73.9536133,50
Mimi Cheng's Dumplings,$$,3.5,10003,40.7305254,-73.986285,478
Bao Bao Cafe,$,4.0,10010,40.740829,-73.983474,291
Vanessa's Dumpling,$,3.5,10003,40.732666015625,-73.986442565918,913
Wok Chi - Stir Fry Kitchen,$$,3.5,10022,40.7592222653598,-73.9683998376131,28
38 Yummy Kitchen,$,4.0,10002,40.7160297577504,-73.991725333035,18
Our Place China Chalet,$$,3.0,10075,40.7733383,-73.9558029,33
Nanjing,$$,3.5,10019,40.7626659,-73.9847093,41
Wa Lung Kitchen,$,3.0,10002,40.713919,-73.980251,38
Yoan Ming Garden,$,2.5,10029,40.78813,-73.95315,30
Bei Jing Chinese Foods,$,3.0,10019,40.768619,-73.98851,11
The China Star,$,3.0,10003,40.7278197743735,-73.9851093292236,47
Son Ja Jang,$$,3.0,10001,40.747684,-73.987358,26
West Place,$,3.0,10027,40.8116266876459,-73.9576119929552,43
La Unica Caridad Restaurant,$$,4.0,10024,40.7832742,-73.9807237,5
Potluck,$$,3.0,10001,40.746761,-73.9957166,50
Cha Chan Tang,$,3.5,10013,40.7153,-73.99896,815
New Golden Chopstick Chinese Restaurant,$,3.0,10004,40.7040405,-74.0104675,28
Yiwanmen,$,3.5,10013,40.7193132739237,-73.9962630421457,52
New Chinatown Restaurant of New York,$,4.0,10009,40.720527,-73.978652,9
Peking Duck House,$$$,3.5,10013,40.71464,-73.99856,661
New Kam Lai Chinese,$,2.5,10025,40.793085,-73.9712575,41
Shun Cheong Chinese Kitchen,NA,5.0,10026,40.7975311,-73.9491501,1
Lee Chung Cafe,$,4.0,10002,40.711925,-73.996322,16
Mee Sum Cafe,$,3.5,10013,40.715045,-73.998291,17
Lemon Leaves,$$,3.0,10005,40.70883,-74.00926,27
New Wong Rest,$,4.0,10002,40.7135887,-73.9931488,34
New China House,$$$$,4.0,10029,40.795303,-73.9486,2
Asian Gourmet,$,3.0,10029,40.7867732,-73.9501165,28
Our Place Tea Garden,$$,3.5,10022,40.75947,-73.96942,34
Five Luck Restaurant,$,2.5,10128,40.78326,-73.947448,23
18th St Bamboo Garden,$,3.5,10003,40.73625,-73.98535,7
La Preciosa China Restaurant,$$,3.0,10029,40.79859,-73.94081,19
Radiance Noodle Bar,$,3.0,10022,40.755466,-73.970861,14
No 1 Chinese Restaurant,$,2.5,10003,40.732437,-73.982139,31
Hong Garden,$,3.0,10039,40.8219299316406,-73.9383544921875,7
XO Kitchen,$,3.5,10013,40.7174496352673,-73.9960413426161,420
Mimi Cheng's Nolita,$$,3.5,10013,40.72048,-73.99646,82
Fusion Grills,$,3.0,10022,40.757217,-73.969192,29
Wong Kee Restaurant,$,3.5,10013,40.7172623132685,-73.9974051479728,331
The Flying Pig Jianbing,$,3.0,10036,40.7573947,-73.9822584,30
Char Sue,$$,4.5,10002,40.7196000924977,-73.9879152551293,86
Mr. Deng's,NA,5.0,10001,40.7533912658691,-73.9957733154297,1
Empire Corner II,$,3.0,10029,40.800399,-73.946281,14
New Dynasty Chinese Restaurant,$,2.5,10001,40.749512,-73.995766,17
Ling Kee Beef Jerky,$,4.5,10002,40.71466,-73.99148,126
Hung Chow Restaurant,NA,4.0,10035,40.8027,-73.93688,1
H K Wonton Garden,$,3.5,10013,40.7164307,-73.9991302,680
J.J. Noodle Restaurant,$,3.5,10002,40.7128724455833,-73.9968185126781,32
New China Red,$,2.5,10007,40.715023,-74.008636,27
Fairview Chinese Restaurant,$,4.5,07022,40.81084,-74.00097,132
Hop Shing Restaurant,$,3.5,10038,40.7139511,-73.9980164,438
Ming's Caffe,$,3.5,10002,40.714321,-73.990509,86
Great Wok,$,3.5,10029,40.790302,-73.947349,9
Food King,$,4.0,10002,40.711727,-73.994018,5
99 Favor Taste,$$,4.0,10002,40.717745,-73.992537,1172
Steak & Hoagies,$,3.5,10029,40.796352,-73.947189,14
Sachi Asian Bistro,$$,4.0,10016,40.7477989,-73.9740601,149
Six Happiness,$,2.5,10016,40.7476119995117,-73.9742126464844,95
Chong Qing Xiao Mian,$$,4.0,10019,40.76507,-73.98739,141
Fu Wing Chinese Restaurant,$,3.0,10029,40.792308,-73.945686,12
China Moon,$$,2.0,10017,40.75653,-73.97768,89
88 Chinese Restaurant,$,3.0,10037,40.8133599154897,-73.9418023908753,12
Go Noodle Nine Moon,$,2.5,10022,40.75932,-73.96254,43
City One Restaurant,$$,3.5,10030,40.8225557826076,-73.9419602962225,12
Hou Yi Hot Pot,$$,4.0,10003,40.72732,-73.98902,86
Asian 83,NA,2.5,10028,40.77626,-73.953269,16
New Wong Asian Food,$,2.5,10065,40.763786524489,-73.9588390469633,10
Great Wall Kitchen,$,3.5,10027,40.813257470727,-73.9453851431608,5
Yang's Happy Wok,$,3.5,10009,40.726409,-73.977447,8
Hua Ji Pork Chop Fast Food,$,4.0,10002,40.714809,-73.993072,64
Golden Unicorn,$$,3.5,10002,40.7136770496642,-73.997163364418,1353
ABlue Chinese Restaurant,NA,4.0,10024,40.786266,-73.976448,1
Just for Fen,$$,4.5,10003,40.7311641211205,-73.9830346405506,29
The Cottage,$$,2.5,10003,40.735746540724,-73.9878559112549,210
Best Fuzhou Restaurant,NA,5.0,10002,40.7167625427246,-73.9927978515625,4
Red Star Restaurant,$,3.0,10029,40.7987632751465,-73.9426727294922,13
Wok To Walk,$,4.0,10003,40.7362871,-73.9891207,163
Ming's Restaurant,$,3.0,10001,40.75295,-73.99686,26
Great Wall,NA,2.5,10016,40.7470505395815,-73.9776204299111,12
Keming Restaurant,$$,4.0,07030,40.74893,-74.02772,75
New Ah Ping Snacketeria,$,4.5,10002,40.714019,-73.995353,4
Hoa Kitchen,$$,2.0,10001,40.748641,-73.995635,55
Chinese Tuxedo,$$$,3.5,10013,40.71433,-73.99804,108
Super Red Star Kitchen,$,2.5,10027,40.80765,-73.94963,21
SunShine,$$,3.5,10013,40.71397,-73.9961364,72
Happy Family Chinese Restaurant,$$,2.5,10036,40.7601737976074,-73.9955139160156,61
China 59 Restaurant,$$,2.5,10038,40.7092934,-74.0088501,48
Yang Garden Chinese Restaurant,$,3.0,10033,40.855266,-73.937759,15
Malaysia Grill,$$,4.0,10024,40.7994155883789,-73.9677886962891,220
Carma Asian Tapas,$$,4.0,10014,40.72999,-74.0032,301
Happy Wok Restaurant,$,3.5,10002,40.7180023,-73.9858322,8
Ping's Seafood,$$,3.5,10013,40.714442,-73.998636,535
Panda Express,$,3.0,10022,40.75624,-73.97012,55
Profit Chinese Restaurant,$,2.5,10016,40.74206,-73.97765,47
Ms Mi's Hot Pot,$$$,3.5,10011,40.7361133076005,-73.9941993098535,33
Wok To Walk,$,3.5,10018,40.7547179,-73.991281,292
Sun Sai Gai Restaurant,$,3.0,10013,40.7172966,-73.9992065,186
Chopstix,$,3.0,10004,40.7043655812028,-74.0091101794667,13
China Town Chinese Restaurant,$,2.5,10002,40.722095489502,-73.9849090576172,9
